,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,Draft Pick,Rating,Team
90,Phil Ford,1979,1985,G,6-2,175,"February 9, 1956",UNC,2,0,n
91,Sharrod Ford,2006,2006,F,6-9,225,"January 9, 1982",Clemson,0,0,n
92,Sherell Ford,1996,1996,F,6-7,210,"August 26, 1972",University of Illinois at Chicago,26,0,n
93,T.J. Ford,2004,2012,G,6-0,165,"March 24, 1983",Texas,8,0,n
96,Trent Forrest,2021,2024,G,6-4,210,"June 12, 1998",Florida State,0,0,n
97,Joseph Forte,2002,2003,G,6-4,194,"March 23, 1981",UNC,21,0,n
98,Courtney Fortson,2012,2012,G,5-11,185,"May 23, 1988",Arkansas,0,0,n
99,Danny Fortson,1998,2007,F,6-7,260,"March 27, 1976",Cincinnati,10,0,n
101,Greg Foster,1991,2003,F-C,6-11,240,"October 3, 1968","UCLA, Texas-El Paso",35,0,n
102,Jeff Foster,2000,2012,F-C,6-11,236,"January 16, 1977",Texas State University,21,0,n
104,Michael Foster Jr.,2023,2023,F,6-8,250,"January 16, 2003",,0,0,n
105,Rod Foster,1984,1986,G,6-1,160,"October 10, 1960",UCLA,28,0,n
106,Antonis Fotsis,2002,2002,F,6-10,219,"April 1, 1981",,48,0,n
107,Evan Fournier,2013,2024,G-F,6-6,205,"October 29, 1992",,20,0,n
111,Tremaine Fowlkes,2002,2005,F,6-8,220,"April 11, 1976","California, Fresno State",54,0,n
112,De'Aaron Fox,2018,2025,G,6-3,185,"December 20, 1997",Kentucky,5,0,n
115,Rick Fox,1992,2004,F-G,6-7,230,"July 24, 1969",UNC,24,0,n
116,Randy Foye,2007,2017,G,6-4,213,"September 24, 1983",Villanova,7,0,n
117,Adonal Foyle,1998,2009,C,6-10,250,"March 9, 1975",Colgate,8,0,n
118,Richie Frahm,2004,2008,G,6-5,210,"August 14, 1977",Gonzaga,0,0,n
119,Steve Francis,2000,2008,G,6-3,195,"February 21, 1977","San Jacinto College, Allegany College of Maryland, Maryland",2,0,n
120,Tellis Frank,1988,1994,F-C,6-10,225,"April 26, 1965",Western Kentucky,14,0,n
123,Jamaal Franklin,2014,2015,G,6-5,191,"July 21, 1991",San Diego State,41,0,n
124,Robert Franks,2021,2021,F,6-7,225,"December 18, 1996",Washington State,0,0,n
126,Melvin Frazier,2019,2022,G,6-5,215,"August 30, 1996",Tulane,35,0,n
127,Michael Frazier,2020,2020,G,6-3,200,"March 8, 1994",Florida,0,0,n
128,Tim Frazier,2015,2022,G,6-0,170,"November 1, 1990",Penn State,0,0,n
131,Anthony Frederick,1989,1992,F,6-7,205,"December 7, 1964",Pepperdine,133,0,n
132,Jimmer Fredette,2012,2019,G,6-2,195,"February 25, 1989",BYU,10,0,n
133,World B. Free,1976,1988,G,6-2,185,"December 9, 1953",Guilford College,23,0,n
134,Enes Freedom,2012,2022,C,6-10,250,"May 20, 1992",Kentucky,3,0,n
135,Joel Freeland,2013,2015,F-C,6-10,250,"February 7, 1987",,30,0,n
137,Enrique Freeman,2025,2025,F,6-7,206,"July 29, 2000",University of Akron,50,0,n
140,Javon Freeman-Liberty,2024,2024,G,6-4,180,"October 20, 1999","Valparaiso, DePaul",0,0,n
141,Matt Freije,2005,2007,F,6-10,240,"October 2, 1981",Vanderbilt,53,0,n
146,Channing Frye,2006,2019,C-F,7-0,255,"May 17, 1983",Arizona,8,0,n
149,Alex Fudge,2024,2024,F,6-8,200,"May 6, 2003","LSU, Florida",0,0,n
153,Hiram Fuller,2004,2004,F,6-9,240,"May 15, 1981",Fresno State,0,0,n
154,Todd Fuller,1997,2001,C,6-11,255,"July 25, 1974",NC State,11,0,n
156,Markelle Fultz,2018,2024,G,6-4,209,"May 29, 1998",Washington,1,0,n
157,Lawrence Funderburke,1998,2005,F,6-9,230,"December 15, 1970","Indiana, Ohio State",51,0,n
158,Andrew Funk,2024,2024,G,6-5,200,"September 21, 1999","Bucknell, Penn State",0,0,n
160,Johnny Furphy,2025,2025,G-F,6-8,200,"December 8, 2004",Kansas,35,0,n
1,Wenyen Gabriel,2020,2024,F,6-9,205,"March 26, 1997",Kentucky,0,0,n
2,Dan Gadzuric,2003,2012,C,6-11,240,"February 2, 1978",UCLA,34,0,n
3,Daniel Gafford,2020,2025,C-F,6-10,234,"October 1, 1998",Arkansas,38,0,n
4,Deng Gai,2006,2006,F,6-9,250,"March 22, 1982",Fairfield,0,0,n
7,Corey Gaines,1989,1995,G,6-3,195,"June 1, 1965","UCLA, Loyola Marymount",65,0,n
8,Reece Gaines,2004,2006,G,6-6,205,"January 7, 1981",Louisville,15,0,n
10,Sundiata Gaines,2010,2012,G,6-1,185,"April 18, 1986",Georgia,0,0,n
12,Chad Gallagher,1994,1994,C,6-10,255,"May 30, 1969",Creighton,32,0,n
15,Danilo Gallinari,2009,2024,F,6-10,233,"August 8, 1988",,6,0,n
16,Langston Galloway,2015,2022,G,6-1,200,"December 9, 1991",Saint Joseph's,0,0,n
18,Kevin Gamble,1988,1997,F-G,6-5,210,"November 13, 1965",Iowa,63,0,n
20,Jorge Garbajosa,2007,2008,F,6-9,245,"December 19, 1977",,0,0,n
21,Rubén Garcés,2001,2001,F,6-9,245,"October 17, 1973",Providence,0,0,n
22,Alex Garcia,2004,2005,G,6-3,220,"March 4, 1980",,0,0,n
23,Francisco García,2006,2015,F-G,6-7,195,"December 31, 1981",Louisville,23,0,n
27,Thomas Gardner,2008,2009,G,6-5,225,"February 8, 1985",Missouri,0,0,n
30,Patricio Garino,2017,2017,G-F,6-6,210,"May 17, 1993",George Washington,0,0,n
31,Darius Garland,2020,2025,G,6-1,192,"January 26, 2000",Vanderbilt,5,0,n
33,Winston Garland,1988,1995,G,6-2,170,"December 19, 1964",Missouri State,40,0,n
36,Chris Garner,1998,2001,G,5-10,156,"February 2, 1975",Memphis,0,0,n
37,Bill Garnett,1983,1986,F,6-9,225,"April 22, 1960",Wyoming,4,0,n
38,Kevin Garnett,1996,2016,F-C,6-11,240,"May 19, 1976",,5,0,n
39,Marlon Garnett,1999,1999,G,6-2,186,"July 3, 1975",Santa Clara,0,0,n
40,Billy Garrett,2019,2019,G,6-6,213,"October 16, 1994",DePaul,0,0,n
41,Calvin Garrett,1981,1984,F,6-7,190,"July 11, 1956","Austin Peay State University, Oral Roberts",47,0,n
42,Dean Garrett,1997,2002,C,6-10,225,"November 27, 1966",Indiana,38,0,n
43,Diante Garrett,2013,2014,G,6-4,190,"November 3, 1988",Iowa State,0,0,n
45,Marcus Garrett,2022,2022,G,6-5,205,"November 9, 1998",Kansas,0,0,n
47,Tom Garrick,1989,1992,G,6-2,185,"July 7, 1966",Rhode Island,45,0,n
48,John Garris,1984,1984,F,6-8,205,"June 6, 1959","Michigan, Boston College",27,0,n
49,Kiwane Lemorris Garris,1998,2000,G,6-2,183,"September 24, 1974",Illinois,0,0,n
50,Pat Garrity,1999,2008,F,6-9,238,"August 23, 1976",Notre Dame,19,0,n
51,Usman Garuba,2022,2024,F,6-8,220,"March 9, 2002",,23,0,n
53,Luka Garza,2022,2025,F-C,6-10,235,"December 27, 1998",Iowa,52,0,n
54,Marc Gasol,2009,2021,C,6-11,255,"January 29, 1985",,48,0,n
55,Pau Gasol,2002,2019,C-F,7-0,250,"July 6, 1980",,3,0,n
57,Kaiser Gates,2024,2024,F,6-8,217,"November 8, 1996",Xavier,0,0,n
58,Chris Gatling,1992,2002,F-C,6-10,220,"September 3, 1967",Old Dominion,16,0,n
59,Kenny Gattison,1987,1996,F-C,6-8,225,"May 23, 1964",Old Dominion,55,0,n
60,Rudy Gay,2007,2023,F,6-8,250,"August 17, 1986",UConn,8,0,n
62,Andrew Gaze,1994,1999,G,6-7,205,"July 24, 1965",Seton Hall,0,0,n
63,Michael Gbinije,2017,2017,G,6-7,200,"June 5, 1992","Duke, Syracuse",49,0,n
64,Reggie Geary,1997,1998,G,6-2,187,"August 31, 1973",Arizona,56,0,n
65,Alonzo Gee,2010,2017,G,6-6,225,"May 29, 1987",Alabama,0,0,n
66,Matt Geiger,1993,2002,C,7-0,243,"September 10, 1969","Auburn, Georgia Tech",42,0,n
67,Mickaël Gelabale,2007,2013,F,6-7,215,"May 22, 1983",,48,0,n
68,Devean George,2000,2010,G-F,6-8,220,"August 29, 1977",Augsburg College,23,0,n
70,Keyonte George,2024,2025,G,6-4,185,"November 8, 2003",Baylor,16,0,n
71,Kyshawn George,2025,2025,G,6-7,200,"December 12, 2003",Miami (FL),24,0,n
72,Paul George,2011,2025,F-G,6-8,220,"May 2, 1990",Fresno State,10,0,n
73,Tate George,1991,1995,G,6-5,190,"May 29, 1968",UConn,22,0,n
74,Marcus Georges-Hunt,2017,2018,G,6-5,216,"March 28, 1994",Georgia Tech,0,0,n
76,Derrick Gervin,1990,1991,F,6-8,200,"March 28, 1963",Texas-San Antonio,90,0,n
77,George Gervin,1973,1986,G-F,6-7,180,"April 27, 1952",Eastern Michigan,40,0,n
81,Daniel Gibson,2007,2013,G,6-2,190,"February 27, 1986",Texas,42,0,n
84,Jonathan Gibson,2017,2018,G,6-2,185,"November 8, 1987",New Mexico State,0,0,n
86,Mike Gibson,1984,1986,F,6-10,205,"October 27, 1960",USC Upstate,44,0,n
87,Taj Gibson,2010,2025,F-C,6-9,232,"June 24, 1985",USC,26,0,n
88,J.R. Giddens,2009,2010,G,6-5,215,"February 13, 1985","Kansas, New Mexico",30,0,n
89,Josh Giddey,2022,2025,G,6-8,210,"October 10, 2002",,6,0,n
90,Trey Gilder,2010,2010,F,6-9,185,"January 24, 1985","McNeese State University, Northwestern State University",0,0,n
91,Harry Giles,2019,2024,F-C,6-11,240,"April 22, 1998",Duke,20,0,n
92,Shai Gilgeous-Alexander,2019,2025,G,6-6,200,"July 12, 1998",Kentucky,11,0,n
93,Anthony Gill,2021,2025,F,6-7,230,"October 17, 1992","South Carolina, Virginia",0,0,n
94,Eddie Gill,2001,2009,G,6-0,190,"August 16, 1978",Weber State,0,0,n
95,Kendall Gill,1991,2005,G,6-5,195,"May 25, 1968",Illinois,5,0,n
96,Ben Gillery,1989,1989,C,7-0,235,"September 19, 1965",Georgetown,0,0,n
97,Collin Gillespie,2024,2025,G,6-1,195,"June 25, 1999",Villanova,0,0,n
98,Freddie Gillespie,2021,2022,F,6-9,245,"June 14, 1997","Carleton College, Baylor",0,0,n
100,Armen Gilliam,1988,2000,F-C,6-9,230,"May 28, 1964",UNLV,2,0,n
102,Artis Gilmore,1972,1988,C,7-2,240,"September 21, 1949","Gardner-Webb University, Jacksonville University",117,0,n
105,Jacob Gilyard,2023,2024,G,5-9,160,"July 14, 1998",Richmond,0,0,n
106,Manu Ginóbili,2003,2018,G,6-6,205,"July 28, 1977",,57,0,n
107,Gordan Giriček,2003,2008,G-F,6-6,210,"June 20, 1977",,40,0,n
109,Mickell Gladness,2012,2012,C,6-11,220,"July 26, 1986",Alabama A&M University,0,0,n
111,Gerald Glass,1991,1996,G-F,6-5,221,"November 12, 1967","Delta State University, Ole Miss",20,0,n
112,Mike Glenn,1978,1987,G,6-2,175,"September 10, 1955",Southern Illinois,23,0,n
114,Georgi Glouchkov,1986,1986,F,6-8,235,"January 10, 1960",,148,0,n
116,Dion Glover,2000,2005,G,6-5,228,"October 22, 1978",Georgia Tech,20,0,n
117,Andreas Glyniadakis,2007,2007,C,7-1,280,"August 21, 1981",,58,0,n
118,Mike Gminski,1981,1994,C,6-11,250,"August 3, 1959",Duke,7,0,n
119,Rudy Gobert,2014,2025,C,7-1,258,"June 26, 1992",,27,0,n
120,Dan Godfread,1991,1992,C,6-10,250,"June 14, 1967",University of Evansville,0,0,n
123,Anthony Goldwire,1996,2006,G,6-1,182,"September 6, 1971",Houston,52,0,n
124,Ryan Gomes,2006,2014,F,6-7,250,"September 1, 1982",Providence,50,0,n
125,Glen Gondrezick,1978,1983,F-G,6-6,218,"August 30, 1955",UNLV,26,0,n
126,Grant Gondrezick,1987,1989,G,6-5,205,"January 19, 1963",Pepperdine,77,0,n
127,Drew Gooden,2003,2016,F,6-10,250,"September 24, 1981",Kansas,4,0,n
129,Steve Goodrich,2001,2002,F,6-10,220,"March 18, 1976",Princeton,0,0,n
130,Archie Goodwin,2014,2017,G,6-5,200,"August 17, 1994",Kentucky,29,0,n
131,Brandon Goodwin,2019,2022,G,6-0,180,"October 2, 1995","Central Florida, Florida Gulf Coast",0,0,n
132,Jordan Goodwin,2022,2024,G,6-3,200,"October 23, 1998",Saint Louis,0,0,n
134,Aaron Gordon,2015,2025,F,6-8,235,"September 16, 1995",Arizona,4,0,n
135,Ben Gordon,2005,2015,G,6-3,200,"April 4, 1983",UConn,3,0,n
136,Drew Gordon,2015,2015,F,6-9,245,"July 12, 1990","UCLA, New Mexico",0,0,n
137,Eric Gordon,2009,2025,G-F,6-3,215,"December 25, 1988",Indiana,7,0,n
138,Lancaster Gordon,1985,1988,G,6-3,185,"June 24, 1962",Louisville,8,0,n
140,Marcin Gortat,2008,2019,C-F,6-11,240,"February 17, 1984",,57,0,n
141,Jazian Gortman,2025,2025,G,6-2,184,"April 14, 2003",,0,0,n
143,Andrew Goudelock,2012,2016,G,6-3,200,"December 7, 1988",College of Charleston,46,0,n
147,Ricky Grace,1994,1994,G,6-1,180,"August 20, 1967","Midland College, Oklahoma",67,0,n
149,Devonte' Graham,2019,2024,G,6-1,195,"February 22, 1995",Kansas,34,0,n
150,Greg Graham,1994,1998,G,6-4,174,"November 26, 1970",Indiana,17,0,n
151,Joey Graham,2006,2011,F,6-7,225,"June 11, 1982","Central Florida, Oklahoma State",16,0,n
153,Orlando Graham,1989,1989,F,6-8,220,"May 5, 1965","West Texas A&M University, Auburn University at Montgomery",40,0,n
154,Paul Graham,1992,1994,F-G,6-6,200,"November 28, 1967",Ohio University,0,0,n
155,Stephen Graham,2006,2011,G,6-6,215,"June 11, 1982","Central Florida, Oklahoma State",0,0,n
156,Treveon Graham,2017,2020,G,6-5,219,"October 28, 1993",VCU,0,0,n
157,Jim Grandholm,1991,1991,F-C,7-0,235,"October 4, 1960","Florida, South Florida",76,0,n
158,Ron Grandison,1989,1996,F,6-6,215,"July 9, 1964","University of California, Irvine, New Orleans",100,0,n
159,Danny Granger,2006,2015,F,6-9,222,"April 20, 1983","Bradley, New Mexico",17,0,n
160,Stewart Granger,1984,1987,G,6-3,190,"October 27, 1961",Villanova,24,0,n
161,Brian Grant,1995,2006,F,6-9,254,"March 5, 1972",Xavier,8,0,n
163,Gary Grant,1989,2001,G,6-3,185,"April 21, 1965",Michigan,15,0,n
164,Greg Grant,1990,1996,G,5-7,140,"August 29, 1966",Trenton State University,52,0,n
165,Harvey Grant,1989,1999,F,6-8,195,"July 4, 1965","Clemson, Oklahoma",12,0,n
166,Horace Grant,1988,2004,F-C,6-10,215,"July 4, 1965",Clemson,10,0,n
167,Jerami Grant,2015,2025,F,6-7,210,"March 12, 1994",Syracuse,39,0,n
168,Jerian Grant,2016,2020,G,6-4,205,"October 9, 1992",Notre Dame,19,0,n
169,Josh Grant,1994,1994,F,6-9,223,"August 7, 1967",Utah,43,0,n
170,Paul Grant,1999,2004,C,7-0,245,"January 6, 1974","Boston College, Wisconsin",20,0,n
172,Donte Grantham,2019,2019,F,6-8,215,"March 19, 1995",Clemson,0,0,n
174,Butch Graves,1985,1985,G,6-3,200,"January 5, 1962",Yale,68,0,n
175,Hassani Gravett,2022,2022,G,6-2,188,"July 16, 1996","Pensacola State, South Carolina",0,0,n
176,Aaron Gray,2008,2014,C,7-0,270,"December 7, 1984",Pitt,49,0,n
177,Devin Gray,1997,2000,F,6-7,240,"May 31, 1972",Clemson,0,0,n
178,Ed Gray,1998,1999,G,6-3,210,"September 27, 1975","Tennessee, California",22,0,n
179,Evric Gray,1997,1997,F,6-7,235,"December 13, 1969",UNLV,0,0,n
181,Josh Gray,2018,2020,G,6-0,180,"September 9, 1993",LSU,0,0,n
183,RaiQuan Gray,2023,2024,F,6-8,260,"July 7, 1999",Florida State,59,0,n
184,Stuart Gray,1985,1991,C-F,7-0,235,"May 27, 1963",UCLA,29,0,n
185,Sylvester Gray,1989,1989,F,6-6,230,"July 8, 1967",Memphis,35,0,n
187,Jeff Grayer,1989,1998,F-G,6-5,200,"December 17, 1965",Iowa State,13,0,n
189,A.C. Green,1986,2001,F-C,6-9,220,"October 4, 1963",Oregon State,23,0,n
190,A.J. Green,2023,2025,G,6-4,200,"September 27, 1999",University of Northern Iowa,0,0,n
191,Danny Green,2010,2024,G-F,6-6,215,"June 22, 1987",UNC,46,0,n
192,Devin Green,2006,2006,G,6-7,210,"October 25, 1982",Hampton,0,0,n
193,Draymond Green,2013,2025,F,6-6,230,"March 4, 1990",Michigan State,35,0,n
194,Erick Green,2015,2016,G,6-4,185,"May 9, 1991",Virginia Tech,46,0,n
195,Gerald Green,2006,2019,G-F,6-6,205,"January 26, 1986",,18,0,n
196,Jalen Green,2022,2025,G,6-4,178,"February 9, 2002",,2,0,n
197,JaMychal Green,2015,2023,F,6-8,227,"June 21, 1990",Alabama,0,0,n
198,Javonte Green,2020,2025,F,6-4,205,"July 23, 1993",Radford,0,0,n
199,Jeff Green,2008,2025,F,6-8,235,"August 28, 1986",Georgetown,5,0,n
201,Josh Green,2021,2025,G-F,6-5,200,"November 16, 2000",Arizona,18,0,n
202,Ken Green,1986,1986,F,6-8,215,"September 19, 1959",University of Texas Rio Grande Valley,34,0,n
203,Kenny Green,1986,1987,F,6-6,210,"October 11, 1964",Wake Forest,12,0,n
205,Litterial Green,1993,1999,G,6-1,185,"March 7, 1970",Georgia,39,0,n
208,Rickey Green,1978,1992,G,6-0,170,"August 18, 1954","Vincennes University, Michigan",16,0,n
209,Sean Green,1992,1994,G-F,6-5,210,"February 2, 1970","NC State, Iona College",41,0,n
211,Sidney Green,1984,1993,F-C,6-9,220,"January 4, 1961",UNLV,5,0,n
213,Taurean Green,2008,2008,G,6-0,177,"November 28, 1986",Florida,52,0,n
215,Willie Green,2004,2015,G,6-4,200,"July 28, 1981",Detroit Mercy,41,0,n
216,Donté Greene,2009,2012,F,6-11,226,"February 21, 1988",Syracuse,28,0,n
217,Orien Greene,2006,2011,G,6-4,208,"February 4, 1982","Florida, Louisiana",53,0,n
219,Dave Greenwood,1980,1991,F-C,6-9,222,"May 27, 1957",UCLA,2,0,n
221,Lynn Greer,2007,2007,G,6-2,175,"October 23, 1979",Temple,0,0,n
223,Claude Gregory,1986,1988,F,6-8,205,"December 26, 1958",Wisconsin,41,0,n
224,John Greig,1983,1983,F,6-7,215,"April 28, 1961",Oregon,65,0,n
226,Kevin Grevey,1976,1985,G-F,6-5,210,"May 12, 1953",Kentucky,18,0,n
228,Adrian Griffin,2000,2008,G-F,6-5,217,"July 4, 1974",Seton Hall,0,0,n
229,AJ Griffin,2023,2024,F,6-6,222,"August 25, 2003",Duke,16,0,n
230,Blake Griffin,2011,2023,F-C,6-9,250,"March 16, 1989",Oklahoma,1,0,n
231,Eddie Griffin,2002,2007,F-C,6-10,220,"May 30, 1982",Seton Hall,7,0,n
233,Paul Griffin,1977,1983,F-C,6-9,205,"January 20, 1954",Western Michigan,74,0,n
234,Taylor Griffin,2010,2010,F,6-7,238,"April 18, 1986",Oklahoma,48,0,n
235,Darrell Griffith,1981,1991,G,6-4,190,"June 16, 1958",Louisville,2,0,n
237,Quentin Grimes,2022,2025,G,6-5,205,"May 8, 2000","Kansas, Houston",25,0,n
238,Derek Grimm,1998,1998,F,6-9,230,"August 3, 1974",Missouri,0,0,n
241,Bob Gross,1976,1983,F-G,6-6,200,"August 3, 1953","Seattle University, Cal State Long Beach",25,0,n
246,Anthony Grundy,2006,2006,G,6-3,180,"April 15, 1979",NC State,0,0,n
247,Ernie Grunfeld,1978,1986,G-F,6-6,210,"April 24, 1955",Tennessee,11,0,n
249,Pétur Guðmundsson,1982,1989,C,7-2,260,"October 30, 1958",Washington,61,0,n
250,Marko Gudurić,2020,2020,G,6-6,201,"March 8, 1995",,0,0,n
252,Mouhamadou Gueye,2024,2024,F,6-9,210,"July 6, 1998","Monroe Community College, Stony Brook University, Pitt",0,0,n
253,Mouhamed Gueye,2024,2025,F,6-11,210,"November 9, 2002",Washington State,39,0,n
254,Tom Gugliotta,1993,2005,F,6-10,240,"December 19, 1969",NC State,6,0,n
255,Andrés Guibert,1994,1995,F-C,6-10,225,"October 28, 1968",,0,0,n
256,Jay Guidinger,1993,1994,C,6-10,255,"August 18, 1969",University of Minnesota Duluth,0,0,n
262,Jorge Gutiérrez,2014,2016,G,6-3,191,"December 27, 1988",California,0,0,n
263,Kyle Guy,2020,2022,G,6-1,167,"August 11, 1997",Virginia,55,0,n
264,A.J. Guyton,2001,2003,G,6-1,180,"February 12, 1978",Indiana,32,0,n
0,Rui Hachimura,2020,2025,F,6-8,230,"February 8, 1998",Gonzaga,9,0,n
2,Hamed Haddadi,2009,2013,C,7-2,254,"May 19, 1985",,0,0,n
4,Scott Haffner,1990,1991,G,6-3,180,"February 2, 1966","Illinois, University of Evansville",45,0,n
8,Ashton Hagans,2021,2024,G,6-3,190,"July 8, 1999",Kentucky,0,0,n
13,Malik Hairston,2009,2010,G,6-6,220,"February 23, 1987",Oregon,48,0,n
14,P.J. Hairston,2015,2016,G-F,6-6,230,"December 24, 1992",UNC,26,0,n
15,Marcus Haislip,2003,2010,F,6-10,230,"December 22, 1980",Tennessee,13,0,n
20,Jack Haley,1989,1998,C-F,6-10,240,"January 27, 1964",UCLA,79,0,n
21,Tyrese Haliburton,2021,2025,G,6-5,185,"February 29, 2000",Iowa State,12,0,n
23,Devon Hall,2020,2020,G,6-2,215,"July 7, 1995",Virginia,53,0,n
24,Donta Hall,2020,2021,F,6-9,232,"August 7, 1997",Alabama,0,0,n
25,Jordan Hall,2023,2023,G-F,6-7,215,"January 14, 2002",Saint Joseph's,0,0,n
26,Josh Hall,2021,2021,F,6-9,190,"October 8, 2000",,0,0,n
27,Mike Hall,2007,2007,F,6-8,230,"June 5, 1984",George Washington,0,0,n
28,PJ Hall,2025,2025,F,6-8,245,"February 21, 2002",Clemson,0,0,n
29,Tyler Hall,2022,2022,G,6-5,209,"March 25, 1997",Montana State,0,0,n
31,Darvin Ham,1997,2005,F,6-7,220,"July 23, 1973",Texas Tech,0,0,n
32,Steve Hamer,1997,1997,C,7-0,245,"November 13, 1973",Tennessee,38,0,n
34,Daniel Hamilton,2018,2019,G-F,6-7,195,"August 8, 1995",UConn,56,0,n
37,Jordan Hamilton,2012,2016,G-F,6-7,220,"October 6, 1990",Texas,26,0,n
38,Justin Hamilton,2014,2017,C,7-0,260,"April 1, 1990","Iowa State, LSU",45,0,n
40,Richard Hamilton,2000,2013,G-F,6-6,185,"February 14, 1978",UConn,7,0,n
43,Tang Hamilton,2002,2002,F,6-8,220,"May 26, 1978",Mississippi State,0,0,n
44,Thomas Hamilton,1996,2000,C,7-2,330,"April 3, 1975",Pitt,0,0,n
45,Zendon Hamilton,2001,2006,C-F,6-11,250,"April 27, 1975",St. John's,0,0,n
46,Geert Hammink,1994,1996,C,7-0,262,"July 12, 1969",LSU,26,0,n
48,Tom Hammonds,1990,2001,F,6-9,215,"March 27, 1967",Georgia Tech,9,0,n
49,A.J. Hammons,2017,2017,C,7-0,260,"August 27, 1992",Purdue,46,0,n
51,R.J. Hampton,2021,2024,G,6-4,175,"February 7, 2001",,24,0,n
52,Darrin Hancock,1995,1997,G-F,6-7,205,"November 3, 1971",Kansas,38,0,n
53,Ben Handlogten,2004,2005,C,6-10,240,"November 16, 1973",Western Michigan,0,0,n
56,Dusty Hannahs,2019,2020,G,6-3,210,"September 2, 1993","Texas Tech, Arkansas",0,0,n
60,Ben Hansbrough,2013,2013,G,6-3,203,"December 23, 1987","Mississippi State, Notre Dame",0,0,n
61,Tyler Hansbrough,2010,2016,F,6-9,250,"November 3, 1985",UNC,13,0,n
62,Bob Hansen,1984,1992,G,6-6,190,"January 18, 1961",Iowa,54,0,n
65,Travis Hansen,2004,2004,G,6-6,205,"April 15, 1978","Utah Valley, BYU",37,0,n
66,Reggie Hanson,1998,1998,F,6-8,195,"October 6, 1968",Kentucky,0,0,n
67,Bill Hanzlik,1981,1990,G-F,6-7,185,"December 6, 1957",Notre Dame,20,0,n
68,Luke Harangody,2011,2012,F,6-8,246,"January 2, 1988",Notre Dame,52,0,n
69,Anfernee Hardaway,1994,2008,G-F,6-7,195,"July 18, 1971",Memphis,3,0,n
70,Tim Hardaway,1990,2003,G,6-0,175,"September 1, 1966",Texas-El Paso,14,0,n
71,Tim Hardaway Jr.,2014,2025,G,6-5,205,"March 16, 1992",Michigan,24,0,n
72,James Harden,2010,2025,G,6-5,220,"August 26, 1989",Arizona State,3,0,n
77,Jaden Hardy,2023,2025,G,6-4,198,"July 5, 2002",,37,0,n
81,Maurice Harkless,2013,2022,F-G,6-7,220,"May 11, 1993",St. John's,15,0,n
84,Jerome Harmon,1995,1995,G,6-4,190,"February 6, 1969",Louisville,0,0,n
85,Derek Harper,1984,1999,G,6-4,185,"October 13, 1961",Illinois,11,0,n
86,Jared Harper,2020,2022,G,5-10,175,"September 14, 1997",Auburn,0,0,n
87,Justin Harper,2012,2017,F,6-10,225,"August 30, 1989",Richmond,32,0,n
89,Ron Harper,1987,2001,G-F,6-6,185,"January 20, 1964",Miami University,8,0,n
90,Ron Harper Jr.,2023,2024,G-F,6-6,245,"April 12, 2000",Rutgers University,0,0,n
91,Matt Harpring,1999,2009,F,6-7,231,"May 31, 1976",Georgia Tech,15,0,n
92,Montrezl Harrell,2016,2023,F-C,6-7,240,"January 26, 1994",Louisville,32,0,n
93,Josh Harrellson,2012,2014,C,6-10,275,"February 12, 1989",Kentucky,45,0,n
94,Adam Harrington,2003,2003,G,6-5,200,"July 5, 1980","NC State, Auburn",0,0,n
95,Al Harrington,1999,2014,F,6-9,230,"February 17, 1980",,25,0,n
96,Junior Harrington,2003,2007,G,6-4,180,"October 2, 1980",Wingate University,0,0,n
97,Othella Harrington,1997,2008,F-C,6-9,235,"January 31, 1974",Georgetown,30,0,n
103,Devin Harris,2005,2019,G,6-3,185,"February 27, 1983",Wisconsin,5,0,n
104,Elias Harris,2014,2014,F,6-8,239,"July 6, 1989",Gonzaga,0,0,n
105,Gary Harris,2015,2025,G,6-4,210,"September 14, 1994",Michigan State,19,0,n
106,Jalen Harris,2021,2021,G,6-5,195,"August 14, 1998","Nevada, Louisiana Tech",59,0,n
107,Joe Harris,2015,2024,G,6-6,220,"September 6, 1991",Virginia,33,0,n
108,Kevon Harris,2023,2024,G,6-5,216,"June 24, 1997",Stephen F. Austin,0,0,n
109,Lucious Harris,1994,2005,G,6-5,190,"December 18, 1970",Cal State Long Beach,28,0,n
110,Manny Harris,2011,2017,G,6-5,185,"September 21, 1989",Michigan,0,0,n
111,Mike Harris,2008,2014,F,6-6,240,"June 15, 1983",Rice University,0,0,n
112,Steve Harris,1986,1990,G,6-5,195,"October 15, 1963",Tulsa,19,0,n
113,Terrel Harris,2012,2013,G,6-5,190,"August 10, 1987",Oklahoma State,0,0,n
114,Tobias Harris,2012,2025,F,6-8,226,"July 15, 1992",Tennessee,19,0,n
